director_id,title,director,category,type,duration
d305,Happy as Lazzaro,Alice Rohrwacher,"Dramas, Independent Movies, International Movies",Movie,127 min
d306,Paradise Hills,Alice Waddington,"Sci-Fi & Fantasy, Thrillers",Movie,95 min
d307,The Half Of It,Alice Wu,"Comedies, Dramas, LGBTQ Movies",Movie,105 min
d308,Why Are We Getting So Fat?,Alicky Sussman,Documentaries,Movie,50 min
d309,Marco Polo: One Hundred Eyes,Alik Sakharov,Movies,Movie,29 min
d310,Natascha Kampusch: The Whole Story,Alina Teodorescu,Movies,Movie,51 min
d311,Star Men,Alison E. Rose,Documentaries,Movie,88 min
d312,Ai Weiwei: Never Sorry,Alison Klayman,Documentaries,Movie,91 min
d313,Take Your Pills,Alison Klayman,Documentaries,Movie,88 min
d314,The Rehearsal,Alison MacLean,"Dramas, Independent Movies, International Movies",Movie,102 min
d315,The Diabolical,Alistair Legrand,"Horror Movies, Sci-Fi & Fantasy, Thrillers",Movie,86 min
d316,Clinical,Alistair Legrand,"Horror Movies, Thrillers",Movie,104 min
d317,Mighty Raju Rio Calling,Alka Amarkant Dubey,"Children & Family Movies, Sports Movies",Movie,97 min
d318,Spirit Riding Free: Ride Along Adventure,Allan Jacobsen,Children & Family Movies,Movie,79 min
d319,Gridlocked,Allan Ungar,Action & Adventure,Movie,114 min
d320,Remember Me,Allen Coulter,"Dramas, Romantic Movies",Movie,112 min
d321,The Book of Eli,Allen Hughes,"Action & Adventure, Sci-Fi & Fantasy",Movie,118 min
d322,Feel Good,Ally Pankiw,"Romantic TV Shows, TV Comedies, TV Dramas",TV Show,2 Seasons
d323,LoveTrue,Alma Har'el,Documentaries,Movie,82 min
d324,The Silence of Others,Almudena Carracedo,"Documentaries, International Movies",Movie,96 min
d325,Bye Bye London,Almunsif Alsuwaisi,"Comedies, Dramas, International Movies",Movie,177 min
d326,Bandie,Alo Sarkar,"Action & Adventure, Dramas, International Movies",Movie,141 min
d327,Katt Williams: Live,Alphonso J. Wesson,Stand-Up Comedy,Movie,85 min
d328,A Twelve Year Night,Álvaro Brechner,"Dramas, International Movies",Movie,122 min
d329,Retablo,Álvaro Delgado-Aparicio L.,"Dramas, International Movies",Movie,102 min
d330,Two Catalonias,Álvaro Longoria,"Documentaries, International Movies",Movie,117 min
d331,Mahabharat,Amaan Khan,"Action & Adventure, Dramas, International Movies",Movie,119 min
d332,CIA: Comrade in America,Amal Neerad,"Action & Adventure, Dramas, Independent Movies",Movie,130 min
d333,The Incredible Story of the Giant Pear,Amalie Næsby Fick,Children & Family Movies,Movie,75 min
d334,Vegas Baby,Amanda Micheli,Documentaries,Movie,78 min
d335,You Are My Home,Amanda Raymond,"Children & Family Movies, Dramas",Movie,93 min
d336,Satria Heroes: Revenge of the Darkness,Amandha Wyanto,Children & Family Movies,Movie,92 min
d337,Hridaynath,Amar Gupte,"Dramas, International Movies",Movie,103 min
d338,Stree,Amar Kaushik,"Comedies, Horror Movies, Independent Movies",Movie,127 min
d339,Daddy Issues,Amara Cash,"Dramas, Independent Movies, LGBTQ Movies",Movie,82 min
d340,Jora 10 Numbaria,Amardeep Singh Gill,"Action & Adventure, International Movies",Movie,135 min
d341,Maharaja: The Story of Ranjit Singh,Amarjit Virdi,"Dramas, International Movies",Movie,56 min
d342,Happy Go Lucky,Amarpreet G S Chabbra,"Comedies, International Movies, Music & Musicals",Movie,129 min
d343,Paint It Black,Amber Tamblyn,Dramas,Movie,96 min
d344,Ghadi,Amin Dora,"Comedies, Dramas, International Movies",Movie,101 min
d345,The 4th Company,Amir Galvan Cervera,"Action & Adventure, Dramas, International Movies",Movie,117 min
d346,Rangreza,Amir Mohiuddin,"Dramas, International Movies, Music & Musicals",Movie,126 min
d347,Shubh Aarambh,Amit Barot,"Dramas, International Movies, Romantic Movies",Movie,127 min
d348,Road to Sangam,Amit Rai,"Dramas, Independent Movies, International Movies",Movie,136 min
d349,Running Shaadi,Amit Roy,"Comedies, International Movies, Romantic Movies",Movie,115 min
d350,Nasha,Amit Saxena,"Dramas, International Movies, Romantic Movies",Movie,115 min
d351,Shortcut Safari,Amitabha Singh,"Action & Adventure, Comedies, Dramas",Movie,101 min
d352,Red Oleanders Raktokarobi,Amitava Bhattacharya,"Dramas, International Movies",Movie,112 min
d353,Motor Mitraan Di,Amitoj Mann,"Comedies, International Movies",Movie,117 min
d354,Haani,Amitoj Mann,"Dramas, International Movies, Music & Musicals",Movie,137 min
d355,Gaddar: the Traitor,Amitoj Mann,"Dramas, International Movies, Thrillers",Movie,126 min
d356,Dayveon,Amman Abbasi,"Dramas, Independent Movies",Movie,76 min
d357,Paheli,Amol Palekar,"Dramas, International Movies, Romantic Movies",Movie,134 min
d358,She Made Me a Criminal,Amr Arafa,"Comedies, International Movies",Movie,105 min
d359,The Consul's Son,Amr Arafa,"Comedies, International Movies, Thrillers",Movie,114 min
d360,Sameer Abu Alneel,Amr Arafa,"Comedies, International Movies",Movie,107 min
d361,Asmaa,Amr Salama,"Dramas, International Movies",Movie,92 min
d362,Mama's Boy,Amro Salah,"Comedies, International Movies",Movie,101 min
d363,Manusangada,Amshan Kumar,"Dramas, Independent Movies, International Movies",Movie,93 min
d364,Moxie,Amy Poehler,"Comedies, Dramas, Music & Musicals",Movie,112 min
d365,Wine Country,Amy Poehler,Comedies,Movie,104 min
d366,Snervous Tyler Oakley,Amy Rice,"Documentaries, LGBTQ Movies",Movie,83 min
d367,Amy Schumer: The Leather Special,Amy Schumer,Stand-Up Comedy,Movie,57 min
d368,Amy Schumer Growing,Amy Schumer,Stand-Up Comedy,Movie,61 min
d369,"Best Wishes, Warmest Regards: A Schitt''s Creek Farewell",Amy Segal,"Documentaries, LGBTQ Movies",Movie,44 min
d370,Head On,Ana Kokkinos,"Dramas, Independent Movies, LGBTQ Movies",Movie,104 min
d371,The Bad Batch,Ana Lily Amirpour,"Dramas, Independent Movies, Thrillers",Movie,119 min
d372,Lucha: Playing the Impossible,Ana Quiroga,"Documentaries, International Movies, Sports Movies",Movie,98 min
d373,Salam - The First ****** Nobel Laureate,Anand Kamalakar,Documentaries,Movie,76 min
d374,SETHUM AAYIRAM PON,Anand Ravichandran,"Dramas, Independent Movies, International Movies",Movie,103 min
d375,Love Per Square Foot,Anand Tiwari,"Comedies, International Movies, Romantic Movies",Movie,133 min
d376,Leap Year,Anand Tucker,"Comedies, Romantic Movies",Movie,100 min
d377,Metro,Ananda Krishnan,"Dramas, International Movies, Thrillers",Movie,116 min
d378,Mumbai Matinee,Anant Balani,"Comedies, International Movies, Romantic Movies",Movie,116 min
d379,Gour Hari Dastaan: The Freedom File,Ananth Narayan Mahadevan,"Dramas, Independent Movies, International Movies",Movie,109 min
d380,Forensic,Anas Khan,"International Movies, Thrillers",Movie,132 min
d381,Why We Fight: The Battle of Russia,Anatole Litvak,Documentaries,Movie,82 min
d382,Hot Sweet Sour,Andaç Haznedaroğlu,"Dramas, International Movies, Romantic Movies",Movie,102 min
d383,LEGO House - Home of the Brick,Anders Falck,"Documentaries, International Movies",Movie,48 min
d384,Exit Afghanistan,Anders Sømme Hammer,"Documentaries, International Movies",Movie,58 min
d385,Love for Sale,Andibachtiar Yusuf,"Dramas, International Movies, Romantic Movies",Movie,101 min
d386,Love for Sale 2,Andibachtiar Yusuf,"Dramas, International Movies, Romantic Movies",Movie,96 min
d387,Bridezilla,Andibachtiar Yusuf,"Comedies, Dramas, International Movies",Movie,94 min
d388,Old Lord Savanna,André D'Elia,"Documentaries, International Movies",Movie,96 min
d389,Hole in the Wall,André Odendaal,"Dramas, International Movies",Movie,104 min
d390,The Autopsy of Jane Doe,André Øvredal,"Horror Movies, Independent Movies, Thrillers",Movie,86 min
d391,American Honey,Andrea Arnold,"Dramas, Independent Movies",Movie,163 min
d392,Slam,Andrea Molaioli,"Comedies, Dramas, International Movies",Movie,99 min
d393,Bugs,Andreas Johnsen,"Documentaries, International Movies",Movie,73 min
d394,The Milk System,Andreas Pichler,"Documentaries, International Movies",Movie,91 min
d395,Sarajevo,Andreas Prochaska,"Dramas, International Movies",Movie,98 min
d396,Bolívar,Andrés Beltrán,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",TV Show,1 Season
d397,ROAD TO ROMA,Andres Clariond,"Documentaries, International Movies",Movie,73 min
d398,Kung Fu Magoo,Andrés Couturier,"Children & Family Movies, Comedies",Movie,79 min
d399,Mujeres arriba,Andrés Feddersen,"Comedies, International Movies, Romantic Movies",Movie,98 min
d400,Striptease,Andrew Bergman,"Comedies, Dramas",Movie,117 min
d401,Results,Andrew Bujalski,"Comedies, Independent Movies",Movie,105 min
d402,Havenhurst,Andrew C. Erin,"Horror Movies, Thrillers",Movie,85 min
d403,Under Siege,Andrew Davis,Action & Adventure,Movie,102 min
d404,Fronteras,Andrew Dean,"Dramas, Independent Movies, Thrillers",Movie,106 min
d405,Killing Them Softly,Andrew Dominik,Dramas,Movie,97 min
d406,The Amityville Horror,Andrew Douglas,Horror Movies,Movie,89 min
d407,"Monster High: Scaris, City of Frights",Andrew Duncan,Children & Family Movies,Movie,60 min
d408,Monster High: Escape from Skull Shores,Andrew Duncan,Children & Family Movies,Movie,46 min
d409,LEGO Marvel Spider-Man: Vexed by Venom,Andrew Duncan,"Children & Family Movies, Comedies",Movie,22 min
d410,The Craft,Andrew Fleming,"Horror Movies, Thrillers",Movie,101 min
d411,MindGamers,Andrew Goth,"International Movies, Sci-Fi & Fantasy, Thrillers",Movie,99 min
d412,Walking Out,Andrew J. Smith,"Dramas, Independent Movies, Thrillers",Movie,96 min
d413,Dream/Killer,Andrew Jenks,Documentaries,Movie,109 min
d414,Trollhunters: Rise of the Titans,Andrew L. Schmidt,Children & Family Movies,Movie,106 min
d415,Initial D,Andrew Lau Wai-keung,"Action & Adventure, International Movies",Movie,109 min
d416,Revenge of the Green Dragons,Andrew Lau Wai-Keung,"Action & Adventure, Dramas, Independent Movies",Movie,95 min
d417,A Beautiful Life,Andrew Lau Wai-Keung,"Dramas, International Movies, Romantic Movies",Movie,122 min
d418,Look for a Star,Andrew Lau Wai-Keung,"Comedies, International Movies, Romantic Movies",Movie,117 min
d419,Revenge of the Green Dragons,Andrew Loo,"Action & Adventure, Dramas, Independent Movies",Movie,95 min
d420,Our Godfather,Andrew Meier,"Documentaries, International Movies",Movie,93 min
d421,The D Train,Andrew Mogel,Comedies,Movie,101 min
d422,4th Man Out,Andrew Nackman,"Comedies, LGBTQ Movies",Movie,86 min
d423,Good Kill,Andrew Niccol,Dramas,Movie,103 min
d424,Anon,Andrew Niccol,"Dramas, Sci-Fi & Fantasy, Thrillers",Movie,100 min
d425,Fishtail,Andrew Renzi,Documentaries,Movie,61 min
d426,Chris Brown: Welcome to My Life,Andrew Sandler,"Documentaries, Music & Musicals",Movie,80 min
d427,Echo in the Canyon,Andrew Slater,"Documentaries, Music & Musicals",Movie,82 min
d428,John Carter,Andrew Stanton,"Action & Adventure, Sci-Fi & Fantasy",Movie,133 min
d429,Bokeh,Andrew Sullivan,"Dramas, Independent Movies, Sci-Fi & Fantasy",Movie,92 min
d430,Lego Friends: Girls on a Mission,Andrew Tan,Kids' TV,TV Show,1 Season
d431,Barbie Star Light Adventure,Andrew Tan,Children & Family Movies,Movie,79 min
d432,Blitz Patrollie,Andrew Wessels,"Action & Adventure, Comedies, International Movies",Movie,102 min
d433,Anitta: Made In Honório,Andrucha Waddington,"Docuseries, International TV Shows",TV Show,1 Season
d434,Doom,Andrzej Bartkowiak,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",Movie,105 min
d435,Cradle 2 the Grave,Andrzej Bartkowiak,Action & Adventure,Movie,101 min
d436,Exit Wounds,Andrzej Bartkowiak,Action & Adventure,Movie,101 min
d437,Just Love,Andy Caballero,"Dramas, International Movies, Music & Musicals",Movie,96 min
d438,Reincarnated,Andy Capper,"Documentaries, Music & Musicals",Movie,96 min
d439,The Great British Baking Show,Andy Devonshire,"British TV Shows, Reality TV",TV Show,9 Seasons
d440,Kevin James: Never Don't Give Up,Andy Fickman,Stand-Up Comedy,Movie,62 min
d441,Race to Witch Mountain,Andy Fickman,Children & Family Movies,Movie,99 min
d442,A Kind of Murder,Andy Goddard,Thrillers,Movie,96 min
d443,Mowgli: Legend of the Jungle,Andy Serkis,"Action & Adventure, Children & Family Movies, Dramas",Movie,105 min
d444,The Bounty Hunter,Andy Tennant,"Action & Adventure, Comedies, Romantic Movies",Movie,111 min
d445,Wild Oats,Andy Tennant,Comedies,Movie,86 min
d446,It Takes Two,Andy Tennant,"Children & Family Movies, Comedies",Movie,101 min
d447,Fools Rush In,Andy Tennant,"Comedies, Romantic Movies",Movie,109 min
d448,Hitch,Andy Tennant,"Comedies, Romantic Movies",Movie,118 min
d449,Ready,Anees Bazmee,"Comedies, International Movies, Romantic Movies",Movie,144 min
d450,Deewangee,Anees Bazmee,"International Movies, Thrillers",Movie,156 min
d451,No Entry,Anees Bazmee,"Comedies, International Movies",Movie,161 min
d452,Welcome,Anees Bazmee,"Comedies, International Movies, Music & Musicals",Movie,149 min
d453,Mubarakan,Anees Bazmee,"Comedies, Dramas, International Movies",Movie,153 min
d454,Thank You,Anees Bazmee,"Comedies, International Movies, Romantic Movies",Movie,131 min
d455,French Toast,Anél Stolp,"Comedies, International Movies, Romantic Movies",Movie,86 min
d456,"Crouching Tiger, Hidden Dragon",Ang Lee,"Action & Adventure, International Movies, Romantic Movies",Movie,120 min
d457,Dealer,Ange Basterga,"Crime TV Shows, International TV Shows, TV Action & Adventure",TV Show,1 Season
d458,Don’t Listen,Ángel Gómez Hernández,"Horror Movies, International Movies",Movie,98 min
d459,Really Love,Angel Kristi Williams,"Dramas, Independent Movies, Romantic Movies",Movie,95 min
d460,So My Grandma’s a Lesbian!,Ángeles Reiné,"Comedies, International Movies, LGBTQ Movies",Movie,95 min
d461,Beak & Brain: Genius Birds From Down Under,Angelika Sigl,"Documentaries, International Movies",Movie,52 min
d462,By the Sea,Angelina Jolie,"Dramas, Romantic Movies",Movie,122 min
d463,First They Killed My Father,Angelina Jolie,Dramas,Movie,137 min
d464,One Day We'll Talk About Today,Angga Dwimas Sasongko,"Dramas, International Movies",Movie,128 min
d465,Cahaya Dari Timur Beta Maluku,Angga Dwimas Sasongko,"Dramas, International Movies, Sports Movies",Movie,151 min
d466,Filosofi Kopi The Movie,Angga Dwimas Sasongko,"Dramas, International Movies",Movie,118 min
d467,Story of Kale: When Someone's in Love,Angga Dwimas Sasongko,"Dramas, International Movies, Romantic Movies",Movie,78 min
d468,Surat Dari Praha,Angga Dwimas Sasongko,"Dramas, International Movies, Romantic Movies",Movie,98 min
d469,Suzzanna: Buried Alive,Anggy Umbara,"Horror Movies, International Movies",Movie,126 min
d470,5 Cowok Jagoan,Anggy Umbara,"Action & Adventure, Comedies, International Movies",Movie,106 min
d471,Kenny Sebastian: The Most Interesting Person in the Room,Angshuman Ghosh,Stand-Up Comedy,Movie,68 min
d472,It's Her Day,Aniedi Anwah,"Comedies, International Movies, Romantic Movies",Movie,112 min
d473,Meghnadbodh Rohoshyo,Anik Datta,"Dramas, International Movies",Movie,150 min
d474,Singh Saab the Great,Anil Sharma,"Action & Adventure, Dramas, International Movies",Movie,143 min
d475,Minnaminugu the FireFly,Anil Thomas,"Dramas, International Movies",Movie,128 min
d476,Kucch To Hai,Anil V. Kumar,"Dramas, International Movies, Thrillers",Movie,136 min
d477,Homeland,Anindya Chatterjee,"Dramas, Independent Movies, International Movies",Movie,73 min
d478,Antariksha Ke Rakhwale,Anirban Majumder,Children & Family Movies,Movie,65 min
d479,Mighty Raju Rio Calling,Anirban Majumder,"Children & Family Movies, Sports Movies",Movie,97 min
d480,Samudri Lootere,Anirban Majumder,Children & Family Movies,Movie,65 min
d481,Pink,Aniruddha Roy Chowdhury,"Dramas, International Movies",Movie,130 min
d482,Wonder Boy,Anissa Bonnefont,"Documentaries, International Movies",Movie,83 min
d483,Love.com,Anita Barbosa,"Comedies, International Movies, Romantic Movies",Movie,92 min
d484,90 ML,Anita Udeep,"Comedies, International Movies, Music & Musicals",Movie,123 min
d485,Gun Runners,Anjali Nayar,"Documentaries, International Movies, Sports Movies",Movie,90 min
d486,Zindagi Kitni Haseen Hay,Anjum Shahzad,"Dramas, International Movies, Romantic Movies",Movie,126 min
d487,Swiped,Ann Deborah Fishman,Comedies,Movie,94 min
d488,Mississippi Grind,Anna Boden,"Dramas, Independent Movies",Movie,109 min
d489,Deadly Illusions,Anna Elizabeth James,Thrillers,Movie,115 min
d490,#AnneFrank - Parallel Stories,Anna Migotto,"Documentaries, International Movies",Movie,95 min
d491,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,Anna Stone,"Documentaries, International Movies, Sports Movies",Movie,59 min
d492,Fierce,Anna Wieczur-Bluszcz,"Comedies, Dramas, International Movies",Movie,118 min
d493,Dumplin',Anne Fletcher,"Comedies, Dramas, Independent Movies",Movie,110 min
d494,Adore,Anne Fontaine,"Dramas, Independent Movies, International Movies",Movie,111 min
d495,Gardeners of Eden,Anneliese Vandenberg,Documentaries,Movie,70 min
d496,XX,Annie Clark,Horror Movies,Movie,81 min
d497,Varane Avashyamund,Anoop Sathyan,"Comedies, Dramas, International Movies",Movie,144 min
d498,Spivak,Anthony Abrams,"Comedies, Independent Movies",Movie,92 min
d499,Norm of the North: Family Vacation,Anthony Bell,Children & Family Movies,Movie,89 min
d500,In Darkness,Anthony Byrne,"Independent Movies, International Movies, Thrillers",Movie,101 min
d501,Susanne Bartsch: On Top,Anthony Caronna,"Documentaries, LGBTQ Movies",Movie,86 min
d502,Mr. Virgin,Anthony Chan,"Comedies, Dramas, International Movies",Movie,86 min
d503,Azhar,Anthony D'Souza,"Dramas, International Movies, Sports Movies",Movie,129 min
d504,Boss,Anthony D'Souza,"Action & Adventure, Comedies, Dramas",Movie,139 min
d505,Joe Rogan: Strange Times,Anthony Giordano,Stand-Up Comedy,Movie,64 min
d506,Joe Rogan: Triggered,Anthony Giordano,Stand-Up Comedy,Movie,64 min
d507,East Side Sushi,Anthony Lucero,Dramas,Movie,106 min
d508,Monster,Anthony Mandler,Dramas,Movie,99 min
d509,Cold Mountain,Anthony Minghella,"Dramas, Romantic Movies",Movie,154 min
d510,The Talented Mr. Ripley,Anthony Minghella,"Dramas, Thrillers",Movie,139 min
